ma_ck,ngay,nam,ten_cong_ty,san_giao_dich,nganh,phan_nganh_gics_chuan,tong_tai_san,tai_san_ngan_han,tien_mat,hang_ton_kho,no_ngan_han,tong_no_phai_tra,von_chu_so_huu,loi_nhuan_sau_thue,ebit,doanh_thu_thuan,doanh_thu_tai_chinh,loi_nhuan_gop,chi_phi_lai_vay,gia_von_hang_ban,chi_phi_quan_ly_ban_hang,dong_tien_kd,dong_tien_dt,dong_tien_tc,roa,von_chu_so_huu_safe,roe,no_tong_tai_san,no_von_chu_so_huu,tt_hien_han,tt_nhanh,kha_nang_tra_lai,dong_tien_tren_no,quy_mo_dn,diem_rui_ro,target,roa_tre1,roe_tre1,tt_hien_han_tre1,tt_nhanh_tre1,no_tong_tai_san_tre1,no_von_chu_so_huu_tre1,kha_nang_tra_lai_tre1,dong_tien_tren_no_tre1,quy_mo_dn_tre1,xac_suat,trang_thai
NT2,2021-12-31 00:00:00,2021,Điện lực Nhơn Trạch 2,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,6.62E+12,2.58E+12,987683860,3.11E+11,2.39E+12,2.39E+12,4.23E+12,5.34E+11,5.93E+11,6.15E+12,10721101680,6.76E+11,9625148778,5.47E+12,30374369824,-2145082364,-1.14E+12,1.08E+12,0.080664653,4.23E+12,0.126241135,0.36102719,0.56501182,1.079497908,0.949372385,61.60943729,-0.000897524,8.797850649,26.65999985,0,0.097962382,0.145348837,0.908653846,0.757211538,0.326018809,0.48372093,38.74918287,0.095673077,8.760923376,0.266599774,An toàn
NT2,2022-12-31 00:00:00,2022,Điện lực Nhơn Trạch 2,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,7.44E+12,4.56E+12,3.84E+11,3.07E+11,2.83E+12,2.83E+12,4.61E+12,8.83E+11,9.5E+11,8.79E+12,20507132755,1.08E+12,-5140169229,7.71E+12,83559747820,-9.5E+11,-53924459235,1.39E+12,0.118682796,4.61E+12,0.19154013,0.380376344,0.613882863,1.61130742,1.502826855,-184.8188178,-0.335689046,8.914626128,29.87999916,0,0.080664653,0.126241135,1.079497908,0.949372385,0.36102719,0.56501182,61.60943729,-0.000897524,8.797850649,0.298837095,An toàn
NT2,2023-12-31 00:00:00,2023,Điện lực Nhơn Trạch 2,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,8.45E+12,4.77E+12,1152868962,2.6E+11,4.12E+12,4.12E+12,4.34E+12,4.73E+11,4.41E+11,6.39E+12,98682890469,5.1E+11,-64839397318,5.88E+12,23992147488,-1.15E+12,-1.5E+11,9.21E+11,0.055976331,4.34E+12,0.108986175,0.487573964,0.949308756,1.15776699,1.094660194,-6.801420406,-0.279126214,9.04192172,9.979999542,0,0.118682796,0.19154013,1.61130742,1.502826855,0.380376344,0.613882863,-184.8188178,-0.335689046,8.914626128,0.099754609,An toàn
NT2,2024-12-31 00:00:00,2024,Điện lực Nhơn Trạch 2,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,8.7E+12,5.77E+12,56958238240,3.33E+11,4.51E+12,4.51E+12,4.19E+12,82893960390,-29654712484,5.94E+12,94658872647,51512842331,-59729054646,5.89E+12,37063052296,-1.77E+11,-4.05E+11,6.37E+11,0.009528041,4.19E+12,0.019783761,0.518390805,1.076372315,1.279379157,1.205543237,0.496487223,-0.03924612,9.071078305,22.04999924,0,0.055976331,0.108986175,1.15776699,1.094660194,0.487573964,0.949308756,-6.801420406,-0.279126214,9.04192172,0.220471382,An toàn
NTC,2019-12-31 00:00:00,2019,KCN Nam Tân Uyên,Ho Chi Minh Securities Trading Centre,bất động sản,,3.54E+12,1.48E+12,5.41E+11,339676852,1.2E+11,2.96E+12,5.81E+11,2.37E+11,86370942479,1.94E+11,1.1E+11,1.37E+11,-1.09E+11,56672763777,25090169853,2.67E+11,-4.05E+11,5.87E+11,0.066949153,5.81E+11,0.407917384,0.836158192,5.094664372,12.33333333,12.33050269,-0.792393968,2.225,8.171882006,91.70999908,1,0.138235294,0.797962649,4.36746988,4.366483075,0.826470588,4.770797963,-5.162116899,-1.542168675,8.131530711,0.917149186,Nguy cơ cao
NTC,2020-12-31 00:00:00,2020,KCN Nam Tân Uyên,Ho Chi Minh Securities Trading Centre,bất động sản,,4.45E+12,1.55E+12,2.12E+11,200727152,8.74E+11,3.76E+12,6.83E+11,2.91E+11,1.35E+11,2.64E+11,1.34E+11,1.75E+11,-1.34E+11,88855249615,10944418284,-1.23E+12,5.1E+11,3.94E+11,0.065393258,6.83E+11,0.426061493,0.84494382,5.505124451,1.773455378,1.773225713,-1.007462687,-1.407322654,8.400659375,68.27999878,1,0.066949153,0.407917384,12.33333333,12.33050269,0.836158192,5.094664372,-0.792393968,2.225,8.171882006,0.682766914,Cảnh báo
NTC,2021-12-31 00:00:00,2021,KCN Nam Tân Uyên,Ho Chi Minh Securities Trading Centre,bất động sản,,4.21E+12,1.43E+12,9206919827,145880702,5.49E+11,3.58E+12,6.32E+11,2.94E+11,1.44E+11,2.71E+11,1.06E+11,1.91E+11,-1.04E+11,80364578021,17360654940,3275429250,-6.37E+11,4.31E+11,0.069833729,6.32E+11,0.465189873,0.850356295,5.664556962,2.604735883,2.604470163,-1.384615385,0.005966173,8.345217927,79.68000031,1,0.065393258,0.426061493,1.773455378,1.773225713,0.84494382,5.505124451,-1.007462687,-1.407322654,8.400659375,0.796760023,Nguy cơ cao
NTC,2022-12-31 00:00:00,2022,KCN Nam Tân Uyên,Ho Chi Minh Securities Trading Centre,bất động sản,,4.06E+12,1.22E+12,9372796790,331260988,3.29E+11,3.35E+12,7.14E+11,2.56E+11,1.55E+11,2.68E+11,79504737603,1.89E+11,-71600566507,79018236031,10342802239,1.28E+11,-3.45E+11,2.17E+11,0.063054187,7.14E+11,0.358543417,0.825123153,4.691876751,3.708206687,3.707199815,-2.164787341,0.389057751,8.308938253,58.95999908,1,0.069833729,0.465189873,2.604735883,2.604470163,0.850356295,5.664556962,-1.384615385,0.005966173,8.345217927,0.589634895,Cảnh báo
NTC,2023-12-31 00:00:00,2023,KCN Nam Tân Uyên,Ho Chi Minh Securities Trading Centre,bất động sản,,4.56E+12,1.34E+12,20536296559,217404631,6.6E+11,3.6E+12,9.61E+11,3E+11,1.12E+11,2.35E+11,1.09E+11,1.66E+11,-1E+11,69583718670,24334937006,-5.3E+11,12365700360,5.28E+11,0.065789474,9.61E+11,0.312174818,0.789473684,3.746097815,2.03030303,2.029973629,-1.12,-0.803030303,8.425077903,54.61999893,1,0.063054187,0.358543417,3.708206687,3.707199815,0.825123153,4.691876751,-2.164787341,0.389057751,8.308938253,0.546153903,Cảnh báo
NTC,2024-12-31 00:00:00,2024,KCN Nam Tân Uyên,Ho Chi Minh Securities Trading Centre,bất động sản,,7.36E+12,1.9E+12,20206110831,790112410,2.87E+12,6.25E+12,1.11E+12,2.93E+11,1.5E+11,3.68E+11,96112462481,2.23E+11,-88561006304,1.44E+11,46316740007,-2.94E+12,2.25E+12,6.88E+11,0.039809783,1.11E+12,0.263963964,0.849184783,5.630630631,0.662020906,0.661745605,-1.693747692,-1.024390244,8.903815212,82.04000092,1,0.065789474,0.312174818,2.03030303,2.029973629,0.789473684,3.746097815,-1.12,-0.803030303,8.425077903,0.820397735,Nguy cơ cao
NTH,2019-12-31 00:00:00,2019,Thủy điện Nước Trong,Hanoi Stock Exchange,"điện, nước và xăng dầu khí đốt",,2.85E+11,28349036669,12808524630,152242182,38809181949,1.36E+11,1.49E+11,37854702025,52857118376,1.03E+11,250727598,56981756365,12950820132,46483948848,3925731857,-322954545,-47049617223,58987483254,0.132823516,1.49E+11,0.254058403,0.477192982,0.912751678,0.73047241,0.726549571,4.081372287,-0.008321601,5.65248918,58.86000061,0,0.086904832,0.18595078,0.577897169,0.57310895,0.532646048,1.139705882,2.749850809,-0.125781553,5.673323267,0.588618219,Cảnh báo
NTH,2020-12-31 00:00:00,2020,Thủy điện Nước Trong,Hanoi Stock Exchange,"điện, nước và xăng dầu khí đốt",,2.87E+11,45183829278,14902672775,134034178,57692644137,1.3E+11,1.57E+11,38534789453,51419350950,1.03E+11,87568766,55943779921,11456268019,47467846617,4325522839,-5655814563,-40656458777,48406421485,0.134267559,1.57E+11,0.245444519,0.452961672,0.828025478,0.783181807,0.780858561,4.488315991,-0.098033547,5.659482216,16.90999985,0,0.132823516,0.254058403,0.73047241,0.726549571,0.477192982,0.912751678,4.081372287,-0.008321601,5.65248918,0.169090644,An toàn
NTH,2021-12-31 00:00:00,2021,Thủy điện Nước Trong,Hanoi Stock Exchange,"điện, nước và xăng dầu khí đốt",,2.6E+11,36392414565,16435589483,234484332,43500785937,93464785926,1.67E+11,42377202694,53259975792,1.05E+11,67036658,57606207064,8503256237,47395148028,4147325140,-3023089858,-59731510000,64287516566,0.162989241,1.67E+11,0.253755705,0.359479946,0.559669377,0.836592116,0.831201769,6.263480049,-0.069495063,5.560681631,28.26000023,0,0.134267559,0.245444519,0.783181807,0.780858561,0.452961672,0.828025478,4.488315991,-0.098033547,5.659482216,0.282640457,An toàn
NTH,2022-12-31 00:00:00,2022,Thủy điện Nước Trong,Hanoi Stock Exchange,"điện, nước và xăng dầu khí đốt",,2.42E+11,37620047680,942053156,459650363,39531815077,64521815066,1.77E+11,69054095456,78977702531,1.34E+11,158895259,83678628814,6244452138,50628499207,4498497933,-38193671,-87108269000,77652926344,0.285347502,1.77E+11,0.390136133,0.266619071,0.364530029,0.951639777,0.940012424,12.6476592,-0.00096615,5.488937726,25.67000008,0,0.162989241,0.253755705,0.836592116,0.831201769,0.359479946,0.559669377,6.263480049,-0.069495063,5.560681631,0.256688178,An toàn
NTH,2023-12-31 00:00:00,2023,Thủy điện Nước Trong,Hanoi Stock Exchange,"điện, nước và xăng dầu khí đốt",,2.35E+11,48738399706,32156932855,717356909,56808831972,56808831972,1.78E+11,55184436922,61476026831,1.16E+11,471747170,66223494598,3341523411,49613503635,4541922899,-106250000,-56607262000,81928391699,0.234827391,1.78E+11,0.310024927,0.241739711,0.319150741,0.857937015,0.845309455,18.39760471,-0.001870308,5.459585514,29.87999916,0,0.285347502,0.390136133,0.951639777,0.940012424,0.266619071,0.364530029,12.6476592,-0.00096615,5.488937726,0.298837095,An toàn
NTH,2024-12-31 00:00:00,2024,Thủy điện Nước Trong,Hanoi Stock Exchange,"điện, nước và xăng dầu khí đốt",,2.04E+11,37867702215,21156348340,727970107,17306139176,17306139176,1.87E+11,51283995995,55176339663,1.08E+11,183697920,59845268068,1094519322,47786383218,4463044794,-283537037,-79766800989,69049753511,0.251392137,1.87E+11,0.274245968,0.084834016,0.092546199,2.188108037,2.146043767,50.41148069,-0.01638361,5.318119994,29.87999916,0,0.234827391,0.310024927,0.857937015,0.845309455,0.241739711,0.319150741,18.39760471,-0.001870308,5.459585514,0.298837095,An toàn
NTL,2019-12-31 00:00:00,2019,Đô thị Từ Liêm,Ho Chi Minh Securities Trading Centre,bất động sản,,1.62E+12,1.48E+12,1.43E+11,1.01E+12,5.44E+11,5.55E+11,1.07E+12,2.34E+11,3.17E+11,8.35E+11,3256233761,3.54E+11,1908373889,4.81E+11,22236688316,-11664165986,-2.07E+11,1.77E+11,0.144444444,1.07E+12,0.218691589,0.342592593,0.518691589,2.720588235,0.863970588,166.110007,-0.021441482,7.390181428,84.77999878,0,0.060119048,0.101609658,2.476340694,0.72555205,0.408333333,0.690140845,9.256015844,-0.040885326,7.426549072,0.8478055,Nguy cơ cao
NTL,2020-12-31 00:00:00,2020,Đô thị Từ Liêm,Ho Chi Minh Securities Trading Centre,bất động sản,,1.81E+12,1.73E+12,2.88E+11,1.16E+12,6.35E+11,6.46E+11,1.16E+12,2.95E+11,3.63E+11,6.53E+11,4752329730,4.21E+11,-3618905072,2.32E+11,35698441982,1901501364,-1.95E+11,3.38E+11,0.162983425,1.16E+12,0.254310345,0.356906077,0.556896552,2.724409449,0.897637795,-100.3065825,0.00299449,7.501082124,30.31999969,0,0.144444444,0.218691589,2.720588235,0.863970588,0.342592593,0.518691589,166.110007,-0.021441482,7.390181428,0.30322966,An toàn
NTL,2021-12-31 00:00:00,2021,Đô thị Từ Liêm,Ho Chi Minh Securities Trading Centre,bất động sản,,1.88E+12,1.83E+12,3.71E+11,1.15E+12,6.37E+11,6.48E+11,1.23E+12,2.38E+11,2.96E+11,5.77E+11,7764518022,3.29E+11,-6918764598,2.47E+11,14891463721,28905127273,-2.76E+11,3.29E+11,0.126595745,1.23E+12,0.193495935,0.344680851,0.526829268,2.872841444,1.067503925,-42.78220422,0.045376966,7.539027056,27.71999931,0,0.162983425,0.254310345,2.724409449,0.897637795,0.356906077,0.556896552,-100.3065825,0.00299449,7.501082124,0.27723375,An toàn
NTL,2022-12-31 00:00:00,2022,Đô thị Từ Liêm,Ho Chi Minh Securities Trading Centre,bất động sản,,1.69E+12,1.61E+12,26183711753,1.26E+12,4.17E+11,4.27E+11,1.26E+12,1.07E+11,1.28E+11,3.91E+11,6200897107,1.63E+11,-6200897107,2.28E+11,15404109982,-61113036364,-1.52E+11,-1.31E+11,0.063313609,1.26E+12,0.084920635,0.252662722,0.338888889,3.860911271,0.839328537,-20.64217448,-0.146554044,7.432483808,27.71999931,0,0.126595745,0.193495935,2.872841444,1.067503925,0.344680851,0.526829268,-42.78220422,0.045376966,7.539027056,0.27723375,An toàn
NTL,2023-12-31 00:00:00,2023,Đô thị Từ Liêm,Ho Chi Minh Securities Trading Centre,bất động sản,,2.04E+12,1.96E+12,4.79E+11,1.01E+12,5.62E+11,5.73E+11,1.46E+12,3.64E+11,4.83E+11,9.14E+11,2315949835,5.13E+11,6696067148,4.01E+11,11814063658,-2.51E+11,-2758549500,7.07E+11,0.178431373,1.46E+12,0.249315068,0.280882353,0.392465753,3.487544484,1.690391459,72.13189314,-0.446619217,7.620705087,23.96999931,0,0.063313609,0.084920635,3.860911271,0.839328537,0.252662722,0.338888889,-20.64217448,-0.146554044,7.432483808,0.239737913,An toàn
NTL,2024-12-31 00:00:00,2024,Đô thị Từ Liêm,Ho Chi Minh Securities Trading Centre,bất động sản,,2.18E+12,2.12E+12,5.77E+11,5E+11,4.09E+11,4.2E+11,1.76E+12,6.2E+11,8.28E+11,1.44E+12,45935810769,8.8E+11,-45795528622,5.62E+11,16433073303,-5.06E+11,-4.49E+11,1.05E+12,0.28440367,1.76E+12,0.352272727,0.19266055,0.238636364,5.183374083,3.960880196,-18.08036778,-1.237163814,7.687080156,8.920000076,0,0.178431373,0.249315068,3.487544484,1.690391459,0.280882353,0.392465753,72.13189314,-0.446619217,7.620705087,0.089246325,An toàn
NTP,2019-12-31 00:00:00,2019,Nhựa Tiền Phong,Hanoi Stock Exchange,xây dựng và vật liệu,,4.55E+12,2.36E+12,3.07E+11,1.07E+12,1.85E+12,1.98E+12,2.57E+12,4.09E+11,5.53E+11,4.76E+12,16779717442,1.43E+12,97910450263,3.33E+12,7.98E+11,-2.13E+11,-7.16E+11,1.14E+12,0.08989011,2.57E+12,0.159143969,0.435164835,0.770428016,1.275675676,0.697297297,5.648018148,-0.115135135,8.422882512,34.93000031,0,0.068032787,0.147555556,1.112970711,0.69665272,0.536885246,1.164444444,4.886168607,-0.123849372,8.492900499,0.349258721,An toàn
NTP,2020-12-31 00:00:00,2020,Nhựa Tiền Phong,Hanoi Stock Exchange,xây dựng và vật liệu,,3.9E+12,1.68E+12,2.12E+11,6.44E+11,1.27E+12,1.31E+12,2.59E+12,4.47E+11,5.9E+11,4.49E+12,13759732953,1.39E+12,52996394768,3.1E+12,5.48E+11,-1.07E+11,-9.21E+11,9.43E+11,0.114615385,2.59E+12,0.172586873,0.335897436,0.505791506,1.322834646,0.815748031,11.13283276,-0.084251969,8.268731832,28.26000023,0,0.08989011,0.159143969,1.275675676,0.697297297,0.435164835,0.770428016,5.648018148,-0.115135135,8.422882512,0.282640457,An toàn
NTP,2021-12-31 00:00:00,2021,Nhựa Tiền Phong,Hanoi Stock Exchange,xây dựng và vật liệu,,4.9E+12,2.72E+12,1.43E+11,1.08E+12,2.17E+12,2.19E+12,2.71E+12,4.68E+11,5.66E+11,4.82E+12,36354967423,1.14E+12,5049526377,3.68E+12,3.94E+11,-7.87E+11,3.7E+11,3.48E+11,0.095510204,2.71E+12,0.172693727,0.446938776,0.808118081,1.253456221,0.755760369,112.0897204,-0.362672811,8.496990484,28.26000023,0,0.114615385,0.172586873,1.322834646,0.815748031,0.335897436,0.505791506,11.13283276,-0.084251969,8.268731832,0.282640457,An toàn
NTP,2022-12-31 00:00:00,2022,Nhựa Tiền Phong,Hanoi Stock Exchange,xây dựng và vật liệu,,5.06E+12,3.08E+12,1.68E+11,1.54E+12,2.23E+12,2.23E+12,2.83E+12,4.8E+11,6.16E+11,5.69E+12,46690323084,1.39E+12,31948954372,4.29E+12,5.38E+11,3.11E+11,-2.29E+11,-56425958625,0.09486166,2.83E+12,0.169611307,0.440711462,0.787985866,1.381165919,0.69058296,19.2807562,0.139461883,8.529121762,8.699999809,0,0.095510204,0.172693727,1.253456221,0.755760369,0.446938776,0.808118081,112.0897204,-0.362672811,8.496990484,0.08704526,An toàn
NTP,2023-12-31 00:00:00,2023,Nhựa Tiền Phong,Hanoi Stock Exchange,xây dựng và vật liệu,,5.45E+12,3.5E+12,4.85E+11,1.16E+12,2.34E+12,2.34E+12,3.12E+12,5.59E+11,7.34E+11,5.18E+12,55831912906,1.56E+12,34275934476,3.62E+12,5.91E+11,-6.14E+11,-2.58E+11,1.19E+12,0.102568807,3.12E+12,0.179166667,0.429357798,0.75,1.495726496,1,21.41444168,-0.262393162,8.603370888,26.65999985,0,0.09486166,0.169611307,1.381165919,0.69058296,0.440711462,0.787985866,19.2807562,0.139461883,8.529121762,0.266599774,An toàn
NTP,2024-12-31 00:00:00,2024,Nhựa Tiền Phong,Hanoi Stock Exchange,xây dựng và vật liệu,,6.41E+12,4.47E+12,5.33E+11,1.01E+12,2.75E+12,2.75E+12,3.67E+12,7.36E+11,9.1E+11,5.66E+12,83101666517,1.77E+12,-34155710919,3.89E+12,5.66E+11,-1.67E+12,-3.51E+11,2.07E+12,0.114820593,3.67E+12,0.200544959,0.429017161,0.749318801,1.625454545,1.258181818,-26.64268948,-0.607272727,8.76561455,10.61999989,0,0.102568807,0.179166667,1.495726496,1,0.429357798,0.75,21.41444168,-0.262393162,8.603370888,0.106190898,An toàn
NVL,2019-12-31 00:00:00,2019,Novaland,Ho Chi Minh Securities Trading Centre,bất động sản,,7.99E+13,4.45E+13,6.47E+12,1.74E+13,1.88E+13,5.2E+13,2.45E+13,3.39E+12,1.66E+12,1.09E+13,3.12E+11,3.15E+12,8.34E+11,7.78E+12,5.66E+11,-8.47E+12,3.93E+12,3.37E+12,0.042428035,2.45E+13,0.138367347,0.650813517,2.12244898,2.367021277,1.441489362,1.990407674,-0.450531915,11.28853113,29.79000092,0,0.047467438,0.164,1.589285714,0.967857143,0.712011577,2.46,4.768133175,-0.2225,11.14331001,0.297943503,An toàn
NVL,2020-12-31 00:00:00,2020,Novaland,Ho Chi Minh Securities Trading Centre,bất động sản,,7.99E+13,4.45E+13,8.25E+12,1.74E+13,3.14E+13,5.2E+13,3.19E+13,3.91E+12,3.79E+11,5.03E+12,3.51E+11,1.83E+12,2.15E+11,3.19E+12,5.5E+11,-5.2E+12,3.93E+12,-1.61E+12,0.04893617,3.19E+13,0.122570533,0.650813517,1.630094044,1.417197452,0.863057325,1.762790698,-0.165605096,11.28853113,13.63000011,0,0.042428035,0.138367347,2.367021277,1.441489362,0.650813517,2.12244898,1.990407674,-0.450531915,11.28853113,0.136329696,An toàn
NVL,2021-12-31 00:00:00,2021,Novaland,Ho Chi Minh Securities Trading Centre,bất động sản,,7.99E+13,4.45E+13,8.25E+12,1.74E+13,3.35E+13,5.2E+13,4.08E+13,3.45E+12,3.52E+12,1.49E+13,8.08E+11,6.14E+12,-2.94E+11,8.77E+12,1.73E+12,-8.47E+12,3.93E+12,4.37E+12,0.043178974,4.08E+13,0.084558824,0.650813517,1.274509804,1.328358209,0.808955224,-11.97278912,-0.252835821,11.28853113,20.21999931,0,0.04893617,0.122570533,1.417197452,0.863057325,0.650813517,1.630094044,1.762790698,-0.165605096,11.28853113,0.202220276,An toàn
NVL,2022-12-31 00:00:00,2022,Novaland,Ho Chi Minh Securities Trading Centre,bất động sản,,7.99E+13,4.45E+13,8.25E+12,1.74E+13,3.35E+13,5.2E+13,4.08E+13,2.18E+12,1.76E+12,1.11E+13,1.09E+12,4.25E+12,-2.44E+11,6.88E+12,1.58E+12,-8.47E+12,2.36E+12,-1.61E+12,0.027284105,4.08E+13,0.053431373,0.650813517,1.274509804,1.328358209,0.808955224,-7.213114754,-0.252835821,11.28853113,23.93000031,0,0.043178974,0.084558824,1.328358209,0.808955224,0.650813517,1.274509804,-11.97278912,-0.252835821,11.28853113,0.23929891,An toàn
NVL,2023-12-31 00:00:00,2023,Novaland,Ho Chi Minh Securities Trading Centre,bất động sản,,7.99E+13,4.45E+13,3.41E+12,1.74E+13,3.35E+13,5.2E+13,4.08E+13,4.86E+11,-2.36E+11,4.76E+12,1.19E+12,1.32E+12,-4.99E+11,3.43E+12,5.94E+11,8.51E+11,-3.2E+12,-1.61E+12,0.006082603,4.08E+13,0.011911765,0.650813517,1.274509804,1.328358209,0.808955224,0.472945892,0.025402985,11.28853113,23.93000031,0,0.027284105,0.053431373,1.328358209,0.808955224,0.650813517,1.274509804,-7.213114754,-0.252835821,11.28853113,0.23929891,An toàn
NVL,2024-12-31 00:00:00,2024,Novaland,Ho Chi Minh Securities Trading Centre,bất động sản,,7.99E+13,4.45E+13,4.61E+12,1.74E+13,3.35E+13,5.2E+13,4.08E+13,-1.6E+11,-2.36E+11,9.07E+12,1.19E+12,83574055810,-4.99E+11,8.99E+12,7.76E+11,8.51E+11,2.96E+12,-1.61E+12,-0.002002503,4.08E+13,-0.003921569,0.650813517,1.274509804,1.328358209,0.808955224,0.472945892,0.025402985,11.28853113,7.679999828,1,0.006082603,0.011911765,1.328358209,0.808955224,0.650813517,1.274509804,0.472945892,0.025402985,11.28853113,0.076825522,An toàn
NVT,2019-12-31 00:00:00,2019,Ninh Vân Bay,Ho Chi Minh Securities Trading Centre,bất động sản,,6.25E+11,2.51E+11,19754663414,10312372770,1.57E+11,2.1E+11,4.15E+11,54451385982,48043842757,2.78E+11,5345571213,1.46E+11,-2964645003,1.32E+11,58384500445,-1.39E+11,65988325789,80959975259,0.087122218,4.15E+11,0.131208159,0.336,0.506024096,1.598726115,1.533042212,-16.2055972,-0.885350318,6.43775165,60.43999863,0,0.053733999,0.072393586,1.044692963,0.891211402,0.257751938,0.347258486,71.37503336,-0.168057547,6.246106765,0.604440749,Cảnh báo
NVT,2020-12-31 00:00:00,2020,Ninh Vân Bay,Ho Chi Minh Securities Trading Centre,bất động sản,,5.35E+11,1.9E+11,5578524681,11540414041,84824191292,1.31E+11,4.05E+11,19199763665,28367670218,2.11E+11,2083734741,92623651422,874480964,1.18E+11,36828244670,49076717512,-1.11E+11,48052264288,0.035887409,4.05E+11,0.047406824,0.244859813,0.32345679,2.239927043,2.103876067,32.43943709,0.578569825,6.282266747,25.28000069,0,0.087122218,0.131208159,1.598726115,1.533042212,0.336,0.506024096,-16.2055972,-0.885350318,6.43775165,0.252803475,An toàn
NVT,2021-12-31 00:00:00,2021,Ninh Vân Bay,Ho Chi Minh Securities Trading Centre,bất động sản,,1.09E+12,1.31E+11,22048716858,12371521506,1.1E+11,5.43E+11,5.43E+11,-62148791544,-48137171420,1.27E+11,1691158819,17204886960,15015198561,1.09E+11,23066770848,-2.99E+11,2.88E+11,27564825540,-0.05701724,5.43E+11,-0.114454496,0.498165138,1,1.190909091,1.078440714,-3.205896427,-2.718181818,6.993932975,71.11000061,1,0.035887409,0.047406824,2.239927043,2.103876067,0.244859813,0.32345679,32.43943709,0.578569825,6.282266747,0.71106708,Nguy cơ cao
NVT,2022-12-31 00:00:00,2022,Ninh Vân Bay,Ho Chi Minh Securities Trading Centre,bất động sản,,1.1E+12,1.53E+11,35936545365,13591497551,1.49E+11,5.66E+11,5.33E+11,16320576208,44320963241,3.37E+11,3569179081,1.7E+11,23861391975,1.67E+11,54892111302,-32264630777,-21420680856,67566229467,0.014836887,5.33E+11,0.030620218,0.514545455,1.061913696,1.026845638,0.935627533,1.857434105,-0.216541146,7.003065459,47.43000031,0,-0.05701724,-0.114454496,1.190909091,1.078440714,0.498165138,1,-3.205896427,-2.718181818,6.993932975,0.474300086,Cảnh báo
NVT,2023-12-31 00:00:00,2023,Ninh Vân Bay,Ho Chi Minh Securities Trading Centre,bất động sản,,1.08E+12,1.41E+11,32153268688,14447787061,1.34E+11,5.4E+11,5.38E+11,35833221189,62424621868,3.77E+11,6080505699,1.93E+11,25518049342,1.84E+11,63288511321,-58064951703,-75307874728,1.3E+11,0.033178909,5.38E+11,0.0666045,0.5,1.003717472,1.052238806,0.9444195,2.446292858,-0.433320535,6.98471632,89.84999847,0,0.014836887,0.030620218,1.026845638,0.935627533,0.514545455,1.061913696,1.857434105,-0.216541146,7.003065459,0.89850527,Nguy cơ cao
NVT,2024-12-31 00:00:00,2024,Ninh Vân Bay,Ho Chi Minh Securities Trading Centre,bất động sản,,1.07E+12,1.81E+11,85445878059,12442074240,1.53E+11,5.42E+11,5.3E+11,22912306850,81542620595,4.11E+11,4731407883,2.24E+11,18583210305,1.87E+11,77810942635,-15394113140,-58319942988,1.27E+11,0.021413371,5.3E+11,0.043230768,0.506542056,1.022641509,1.183006536,1.101685789,4.387972759,-0.100615119,6.975413927,20.67000008,0,0.033178909,0.0666045,1.052238806,0.9444195,0.5,1.003717472,2.446292858,-0.433320535,6.98471632,0.206713438,An toàn
